MerchantID,city,name,address,latitude,logitude,phone,rate,reviewSize
12479,Hà Nội,EZ Coffee,"Ngõ 73 Nguyên Hồng, Quận Đống Đa, Hà Nội",21.016393,105.810756,,4.100000,6
28676,Hà Nội,Ruspott - Cafe & Restaurant,"Tầng 7, 130 Ngõ 360 Xã Đàn, Quận Đống Đa, Hà Nội",21.016810,105.836153,,3.750000,10
5137,Hà Nội,Q61 Cafe,"61 Trần Quang Diệu, Quận Đống Đa, Hà Nội",21.015071,105.824127,,3.500000,6
6298,Hà Nội,Xôi Cô Thanh - Shop Online,"281 Văn Chương 1, Tôn Đức Thắng, Quận Đống Đa, Hà Nội",21.020858,105.836429,,4.550000,11
57116,Hà Nội,Gà Rán Ngưu Ma Vương - Hồ Đắc Di,"71 Hồ Đắc Di, Quận Đống Đa, Hà Nội",21.012009,105.829634,,4.200000,8
15143,Hà Nội,Ánh Tuyết - Bánh Mì Doner Kebab,"89 Chùa Láng, Quận Đống Đa, Hà Nội",21.022953,105.808531,,3.950000,5
62813,Hà Nội,Anh Béo - Đồ Trộn Online,"P110 C3 Hoàng Ngọc Phách, Quận Đống Đa, Hà Nội",21.015214,105.810749,,3.850000,9
50874,Hà Nội,Trà Hoa Đà Lạt 1893 In Hà Nội,"50 Ngõ 121 Thái Hà, Quận Đống Đa, Hà Nội",21.012438,105.819071,,3.350000,9
77310,Hà Nội,"Đinh Tea - Trà Sữa, Sinh Tố & Nước Ép Quả Tươi - Hồ Đắc Di","170 Ven Hồ Đắc Di, Quận Đống Đa, Hà Nội",21.013438,105.831706,,4.850000,5
9934,Hà Nội,Bảo Uyên - Chả Bề Bề Nguyên Con Online,"8 Ngõ 88 Trần Quý Cáp (70 Ngách 51 Ngõ Linh Quang), Quận Đống Đa, Hà Nội",21.023852,105.839272,,3.950000,8
33526,Hà Nội,Cộng Caphe - Văn Miếu,"61 Văn Miếu, Dong Da District, Hà Nội",21.027528,105.835992,,3.800000,9
36179,Hà Nội,Ngọc Lợi - Miến Cua Trộn,"C13 TT Kim Liên, Quận Đống Đa, Hà Nội",21.003757,105.835133,,3.650000,4
7305,Hà Nội,Canh Cá Rô Đồng,"26 Hoàng Cầu Mới, Dong Da District, Hà Nội",21.016587,105.821510,,3.400000,5
9459,Hà Nội,Gà Tần Ngon Ngon - Shop Online,"21 Ngõ 78 Ngô Sỹ Liên, Quận Đống Đa, Hà Nội",21.026219,105.837463,,3.550000,5
65884,Hà Nội,Pac Bao - Bánh Bao Đài Loan,"10 Ngõ Ngô Sĩ Liên, Quận Đống Đa, Hà Nội",21.027838,105.839260,,3.750000,3
66799,Hà Nội,Cô Ba - Hủ Tiếu Sài Gòn,"45 Nguyễn Thái Học, Quận Đống Đa, Hà Nội",21.029057,105.840817,,4.000000,4
15912,Hà Nội,Ding Tea - Lương Định Của,"150 Lương Định Của, Quận Đống Đa, Hà Nội",21.003711,105.835933,,2.400000,7
7130,Hà Nội,Trang Cafe - Văn Miếu,"47 Văn Miếu, Quận Đống Đa, Hà Nội",21.028222,105.836144,,3.950000,7
61424,Hà Nội,Bếp Oanh Bằng - Food & Fastfood Online,"10 Ngách 20 Ngõ 100 Tây Sơn, Quận Đống Đa, Hà Nội",21.013199,105.825847,,4.850000,3
2196,Hà Nội,Linh Vi Pizza - Shop Online,"Phòng 304 Cầu Thang 1 Nhà B1 Ngõ 203 Chùa Bộc, Quận Đống Đa, Hà Nội",21.006010,105.825724,,4.150000,2
75943,Hà Nội,Chubin Brothers - Thịt Nướng Hàn Quốc - Tây Sơn,"16 Ngõ 298 Tây Sơn (Cạnh Cơm 67), Quận Đống Đa, Hà Nội",21.005600,105.822546,,4.250000,10
6377,Hà Nội,Trà Sữa Meomeo,"21 Ngõ Quan Thổ 1, Tôn Đức Thắng, Quận Đống Đa, Hà Nội",21.022271,105.827537,,3.800000,5
68882,Hà Nội,Nét Quảng Nam - Nguyên Hồng,"1 Ngõ 2A Nguyên Hồng, Quận Đống Đa, Hà Nội",21.015507,105.809195,,4.900000,7
39695,Hà Nội,Cô Huệ - Bánh Đa Cua Đồng,"162 Chùa Láng, Quận Đống Đa, Hà Nội",21.023054,105.801550,,3.850000,7
25493,Hà Nội,Trà Sữa Yo Tea - Vincom Center Phạm Ngọc Thạch,"Tầng 5, Vincom Center Phạm Ngọc Thạch, 2 Phạm Ngọc Thạch, Dong Da District, Hà Nội",21.006249,105.831376,,2.750000,5
70701,Hà Nội,Cơm Gà 3 Ngon,"304 Khâm Thiên, Quận Đống Đa, Hà Nội",21.019321,105.833718,,4.300000,6
68789,Hà Nội,Cơm Chiên Giòn & Cơm Gà Đà Nẵng - Huỳnh Thúc Kháng,"103 G22 Huỳnh Thúc Kháng (Đối Diện 47 Huỳnh Thúc Kháng), Quận Đống Đa, Hà Nội",21.018909,105.810779,,4.250000,4
67035,Hà Nội,Phố Xưa - Cafe & Cơm Văn Phòng,"104G2 Ngõ 32A Hào Nam, Quận Đống Đa, Hà Nội",21.022553,105.826868,,3.900000,5
7285,Hà Nội,Thanh Hà - Cháo Lươn Nghệ An,"103 Ngõ 32A Hào Nam, P. Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.022592,105.826868,,3.250000,5
41957,Hà Nội,Beard Papa's - Nguyễn Lương Bằng,"168 Nguyễn Lương Bằng, Quận Đống Đa, Hà Nội",21.015837,105.828230,,3.700000,8
77759,Hà Nội,Royaltea - Trà Sữa Hồng Kông - Đê La Thành,"412 Đê La Thành, Quận Đống Đa, Hà Nội",21.022818,105.822328,,4.400000,6
56320,Hà Nội,Coffee House - Tây Sơn,"444 Tây Sơn, Quận Đống Đa, Hà Nội",21.003404,105.820145,,4.750000,2
58227,Hà Nội,Mochi Handmade - Shop Online,"50A/85 Ngõ 137 Nguyễn Lương Bằng, Quận Đống Đa, Hà Nội",21.015029,105.829046,,4.400000,6
16559,Hà Nội,Nem Chua Rán - Cát Linh,"33C Cát Linh, Quận Đống Đa, Hà Nội",21.029175,105.829230,,3.650000,6
61088,Hà Nội,Trà Sữa Mizusawa - Chùa Láng,"68 Chùa Láng, Quận Đống Đa, Hà Nội",21.023325,105.806984,,3.900000,11
61221,Hà Nội,The Duckling - Vịt Quay Hồng Kông & Lẩu,"85 Lê Duẩn, Quận Đống Đa, Hà Nội",21.025138,105.841590,,4.400000,2
8299,Hà Nội,An Vy Bakery,"113 Hồ Đắc Di, Quận Đống Đa, Hà Nội",21.012334,105.828800,,3.150000,4
3291,Hà Nội,F Café - Ngõ Xã Đàn 2,"176 Ngõ Xã Đàn 2, Quận Đống Đa, Hà Nội",21.013531,105.831673,,3.750000,3
18958,Hà Nội,"Nem Lụi, Nộm Bò Khô & Ăn Vặt - Vũ Thạnh","29 Ngõ 29 Vũ Thạnh, Quận Đống Đa, Hà Nội",21.028218,105.826081,,3.450000,5
6361,Hà Nội,Cơm Ngon 16 - Thái Hà,"Đầu Ngõ 18 Yên Lãng, Quận Đống Đa, Hà Nội",21.013773,105.818108,,4.250000,2
20150,Hà Nội,Việt Còi - Bún Đậu Sạch,"8E4 Tập Thể Đại Học Y (Đối Diện Ngõ 10 Tôn Thất Tùng), Quận Đống Đa, Hà Nội",21.004146,105.830417,,3.900000,6
19899,Hà Nội,Bánh Mì Doner Kebab 1995 & Cơm Kebab,"33 Trung Liệt, Quận Đống Đa, Hà Nội",21.012278,105.821362,,3.650000,4
6359,Hà Nội,Cơm Chay Nhất Tâm,"2F Ngõ 81 Láng Hạ, P. Thành Công, Quận Đống Đa, Hà Nội",21.017768,105.817035,,3.850000,3
64585,Hà Nội,Trung Nguyên Legend - Huỳnh Thúc Kháng,"19 Huỳnh Thúc Kháng, P. Láng Hạ, Quận Đống Đa, Hà Nội",21.017721,105.812567,,3.400000,4
68235,Hà Nội,Amet Quán - Bún Đậu Mẹt & Giả Cầy,"Ngõ 39 Hoàng Cầu Mới (Gần Ngã Tư Thái Hà), Dong Da District, Hà Nội",21.014182,105.818749,,4.500000,2
53884,Hà Nội,Dũng Hòa - Bún Ốc & Bún Riêu,"140 Thịnh Quang, Quận Đống Đa, Hà Nội",21.007565,105.818069,,2.500000,13
62543,Hà Nội,Paradise - Cơm Văn Phòng Online,"34 Ngõ 41 Đông Tác (Ngõ 120 Trường Chinh), Quận Đống Đa, Hà Nội",21.004626,105.832814,,2.000000,9
78561,Hà Nội,Ket Quán - Bánh Mì & Nước Ép Hoa Quả Tươi,"Đầu Ngõ 18 Yên Lãng, Quận Đống Đa, Hà Nội",21.013600,105.818124,,2.150000,13
34933,Hà Nội,Bún Chả Cô An - Khâm Thiên,"Ngách 1/33 Ngõ 1 Khâm Thiên, Quận Đống Đa, Hà Nội",21.016432,105.840038,,4.450000,8
36108,Hà Nội,167 Quán - Cơm Trưa Văn Phòng,"90 Ngõ 167 Tây Sơn, Quận Đống Đa, Hà Nội",21.009473,105.827366,,3.150000,4
34932,Hà Nội,Cơm Thố Anh Nguyễn - Chùa Láng,"17 Chùa Láng, Quận Đống Đa, Hà Nội",21.022923,105.808968,,2.350000,9
6215,Hà Nội,86 Robusta Coffee - Ô Chợ Dừa,"86 Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.019803,105.827106,,3.600000,5
73933,Hà Nội,Phở Gánh Xưa & Cơm Văn Phòng - Phạm Ngọc Thạch,"12B4 Phạm Ngọc Thạch, Quận Đống Đa, Hà Nội",21.006670,105.831575,,4.350000,3
29427,Hà Nội,Bún Chả Sinh Từ - Hoàng Cầu,"10 Hoàng Cầu Mới, Quận Đống Đa, Hà Nội",21.014703,105.819865,,4.000000,6
65344,Hà Nội,"Bà Liên Gò - Cơm Gà, Phở Bò & Mì Xào","91 Đặng Văn Ngữ, Quận Đống Đa, Hà Nội",21.010794,105.830752,,4.150000,5
8305,Hà Nội,Bánh Mì An,"17 Hoàng Ngọc Phách, Quận Đống Đa, Hà Nội",21.014957,105.813380,,4.150000,8
75630,Hà Nội,LiHo Tea - Phạm Ngọc Thạch,"16 Phạm Ngọc Thạch, Quận Đống Đa, Hà Nội",21.010266,105.835968,,3.150000,11
2284,Hà Nội,Hương Juice - Quốc Tử Giám,"59A Quốc Tử Giám, Quận Đống Đa, Hà Nội",21.027176,105.835715,,3.850000,3
32705,Hà Nội,Vegla Salad - Giảng Võ - Shop Online,"Ki Ốt 10, Sau Tòa D2 Giảng Võ, Quận Đống Đa, Hà Nội",21.026408,105.822205,,3.850000,6
9904,Hà Nội,Lẩu Tự Chọn 39,"6A Phan Phù Tiên, Quận Đống Đa, Hà Nội",21.028164,105.833903,,3.500000,4
5830,Hà Nội,Trà Sữa Múc Mun Tea,"117 Ngõ Quan Thổ 1, Tôn Đức Thắng, Quận Đống Đa, Hà Nội",21.021745,105.829412,,3.400000,3
10796,Hà Nội,Cici - Yến Chưng Sẵn Online," 33 Đặng Văn Ngữ, Quận Đống Đa, Hà Nội",21.008203,105.832196,,3.850000,3
61363,Hà Nội,Hoa Béo - Cơm Gà Xối Mỡ Online - Tôn Thất Tùng,"114 A11 Tôn Thất Tùng, Quận Đống Đa, Hà Nội",21.005546,105.830922,,1.250000,7
31958,Hà Nội,Hằng Béo - Bún Đậu Mắm Tôm,"Ngõ Văn Chương (Ngã 5 Tiểu Học Văn Chương), Quận Đống Đa, Hà Nội",21.020449,105.837559,,3.650000,3
61089,Hà Nội,Trà Sữa Fancha - Ô Chợ Dừa,"16 Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.019276,105.828216,,3.550000,10
15919,Hà Nội,Ding Tea - Thái Thịnh,"53 Thái Thịnh, Quận Đống Đa, Hà Nội",21.009071,105.819577,,3.150000,3
33702,Hà Nội,LAM - Đặc Sản Bình Định,"110/34 Hoàng Cầu, Quận Đống Đa, Hà Nội",21.020090,105.822237,,4.650000,3
7748,Hà Nội,Paolo Bakery - La Thành,"26 Đê La Thành Nhỏ, Quận Đống Đa, Hà Nội",21.017697,105.831283,,3.750000,10
21910,Hà Nội,Tarot Coffee - Phạm Ngọc Thạch,"40 Phạm Ngọc Thạch, Quận Đống Đa, Hà Nội",21.010538,105.836373,,3.350000,5
18794,Hà Nội,Mẹ Bean Homemade - Đồ Ăn Vặt Online,"34/27B1 Cát Linh, Quận Đống Đa, Hà Nội",21.029371,105.829754,,3.800000,5
35630,Hà Nội,Bánh Bao Sầu Riêng - Shop Online,"140A Nguyễn Khuyến, Quận Đống Đa, Hà Nội",21.028631,105.837252,,3.750000,4
17405,Hà Nội,Nem Lụi Homemade - Shop Online,"20 Ngõ 9 Hoàng Ngọc Phách, Quận Đống Đa, Hà Nội",21.015306,105.812343,,2.950000,8
7325,Hà Nội,Thành Cổ - Phong Vị Việt Chốn Kinh Kỳ,"31 Hoàng Cầu, Quận Đống Đa, Hà Nội",21.018656,105.824765,,3.750000,2
28705,Hà Nội,Bún Chả Sinh Từ - Giảng Võ,"114A1 Giảng Võ, Quận Đống Đa, Hà Nội",21.027504,105.824287,,2.950000,7
6845,Hà Nội,Rosso Cafe,"296 Tây Sơn, Quận Đống Đa, Hà Nội",21.006475,105.822887,,3.400000,2
8764,Hà Nội,Sơn Cước - Đặc Sản Rừng - Hào Nam,"116 Hào Nam, Quận Đống Đa, Hà Nội",21.024816,105.826994,,3.150000,2
35950,Hà Nội,Bún Cá Bà Hồng - Hoàng Ngọc Phách,"106 C5 TT Nam Thành Công (Đối diện 18 Hoàng Ngọc Phách), Quận Đống Đa, Hà Nội",21.016012,105.811814,,3.550000,9
3269,Hà Nội,Góc Riêng Cafe,"24 Hồ Văn Chương, Quận Đống Đa, Hà Nội",21.021315,105.834144,,4.000000,2
37452,Hà Nội,Chè Sầu Đà Nẵng - Chùa Láng,"1 Ngõ 84 Chùa Láng, Quận Đống Đa, Hà Nội",21.023679,105.805358,,3.050000,6
61667,Hà Nội,Căn Tin Juices & Coffee,"102D2 Đặng Văn Ngữ, Quận Đống Đa, Hà Nội",21.010676,105.830951,,4.250000,3
5862,Hà Nội,Nhem Trà Quán - Shop Online,"106 Ngõ Xã Đàn 2, Xã Đàn, Quận Đống Đa, Hà Nội",21.015442,105.831192,,3.950000,4
50860,Hà Nội,Phở Gia - Cơm Gà & Phở Gà,"42 Láng Hạ, Quận Đống Đa, Hà Nội",21.014206,105.813257,,4.000000,6
2579,Hà Nội,Bánh Mì Vui - Cát Linh,"112 Ngõ 35 Cát Linh, Quận Đống Đa, Hà Nội",21.027071,105.828035,,4.000000,2
63444,Hà Nội,Trang Bé - Ăn Vặt Online - Khâm Thiên,"16 Ngõ 138 Ngõ Chợ Khâm Thiên, Quận Đống Đa, Hà Nội",21.016152,105.837888,,1.950000,7
61145,Hà Nội,Cơm Phố - Cơm Văn Phòng,"2 Ngõ 62 Nguyễn Chí Thanh, Quận Đống Đa, Hà Nội",21.020967,105.808388,,4.400000,5
33707,Hà Nội,The Hideaway Cafe,"12 Ngách 10 Ngõ 18 Huỳnh Thúc Kháng, Quận Đống Đa, Hà Nội",21.019889,105.809969,,3.700000,4
73786,Hà Nội,Bếp Nhà Bun - Chân Gà Sả Ớt Online - Đê La Thành,"200 Đê La Thành, Quận Đống Đa, Hà Nội",21.020667,105.827007,,4.500000,6
64597,Hà Nội,MinhSam Bakery - Shop Online,"61 Ngõ 62 Nguyễn Chí Thanh, Quận Đống Đa, Hà Nội",21.021190,105.807924,,3.950000,4
70745,Hà Nội,Cơm Gà Sườn Nướng 91 - Huỳnh Thúc Kháng,"74 Ngõ 20 Huỳnh Thúc Kháng, Quận Đống Đa, Hà Nội",21.020155,105.809272,,3.500000,7
67547,Hà Nội,Thùy Dung - Bún Bò Huế,"101C5 Hoàng Ngọc Phách, Quận Đống Đa, Hà Nội",21.015628,105.812210,,3.800000,5
44091,Hà Nội,Gemini Coffee - Quốc Tử Giám,"1 Quốc Tử Giám, Quận Đống Đa, Hà Nội",21.025957,105.838118,,2.750000,3
61808,Hà Nội,Trà Sữa Mixue - Đê La Thành,"416 Đê La Thanh, Quận Đống Đa, Hà Nội",21.022587,105.822851,,4.250000,3
61426,Hà Nội,Kim Chi Quán - Ẩm Thực Hàn Quốc - Huỳnh Thúc Kháng,"27 Ngõ 49 Huỳnh Thúc Kháng, Quận Đống Đa, Hà Nội",21.017879,105.810283,,3.500000,4
77569,Hà Nội,Potafresh,"10 Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.018866,105.828804,,3.600000,3
7118,Hà Nội,Baba Sơn Đông - Xã Đàn,"440 Xã Đàn, Dong Da District, Hà Nội",21.015957,105.832638,,2.750000,3
52618,Hà Nội,Thai Việt - Food & Drinks,"54B Nguyễn Chí Thanh, Dong Da District, Hà Nội",21.023895,105.810187,,4.100000,3
67057,Hà Nội,Long Mập - Xôi & Bánh Mì,"Kiot 5 Ngõ 298 Tây Sơn, Quận Đống Đa, Hà Nội",21.007587,105.821827,,3.450000,4
67908,Hà Nội,The Urban Kitchen - Healthy Food - Shop Online,"7 Hoàng Cầu, Quận Đống Đa, Hà Nội",21.019924,105.825384,,3.500000,3
6174,Hà Nội,Bún Chả Đắc Kim - Hoàng Ngọc Phách,"8A Hoàng Ngọc Phách, Quận Đống Đa, Hà Nội",21.015813,105.813117,,3.550000,5
78542,Hà Nội,"Dzui - Bánh Đa, Miến Cá Trộn Hương Quê","9C Ngõ 4C Đặng Văn Ngữ, Quận Đống Đa, Hà Nội",21.010609,105.831597,,5.000000,3
61471,Hà Nội,Unagi Sushi ,"85 Láng Hạ, Dong Da District, Hà Nội",21.018095,105.816155,,3.850000,3
33318,Hà Nội,Bún Đậu Mẹt - Đường Láng,"105 Đường Láng, Quận Đống Đa, Hà Nội",21.004412,105.817734,,2.900000,2
78419,Hà Nội,Raw Juice - Nước Ép Trái Cây Online,"6 Ngõ Tiến Bộ Khâm Thiên, Quận Đống Đa, Hà Nội",21.019469,105.833226,,4.900000,3
10940,Hà Nội,Xanh Lá - Thức Uống Từ Hạt Online,"2 Ngõ 426 Đường Láng, Quận Đống Đa, Hà Nội",21.012127,105.810218,,4.750000,1
50777,Hà Nội,Linh Linh - Chân Gà Online,"95 Ngõ 185 Chùa Láng, Quận Đống Đa, Hà Nội",21.022310,105.801424,,3.900000,3
67957,Hà Nội,Sam An - Bún Riêu & Bánh Cuốn,"112A C3 TT. Trung Tự, Ngõ 46C Phạm Ngọc Thạch, Quận Đống Đa, Hà Nội",21.008955,105.833867,,3.350000,3
77467,Hà Nội,Mokchang - Đồ Ăn Hàn Quốc - Láng Hạ,"14 - 16 Ngõ 81 Láng Hạ, Quận Đống Đa, Hà Nội",21.018055,105.816466,,4.150000,3
64377,Hà Nội,Pizza 4 Seasons - Shop Online - Đường Láng,"10 Ngách 24 Ngõ 898 Đường Láng, Quận Đống Đa, Hà Nội",21.021155,105.801693,,2.750000,4
79302,Hà Nội,"Vịt Lan - Bún Cá, Canh Cá & Óc Hầm Lá Ngải","Ngách 121 Ngõ Thái Thịnh 1, Thái Thịnh, Quận Đống Đa, Hà Nội",21.009342,105.815943,,4.150000,3
36845,Hà Nội,Cake Bae - Tiệm Bánh Thơm Bơ Online,"10 Ngõ 149 Khương Thượng, Quận Đống Đa, Hà Nội",21.002868,105.824327,,4.750000,3
50127,Hà Nội,Quán Tây Nguyên - Đặc Sản Tây Nguyên,"14 Ngõ 84 Trần Quang Diệu, Quận Đống Đa, Hà Nội",21.015196,105.823068,,4.400000,4
4819,Hà Nội,Lake - Coffee & Drinks,"36 Hồ Ba Mẫu, Quận Đống Đa, Hà Nội",21.014146,105.840694,,3.750000,1
39255,Hà Nội,Kho Ăn Vặt - Láng Hạ,"7 Ngõ 5 Láng Hạ, Quận Đống Đa, Hà Nội",21.021754,105.819779,,4.300000,4
60488,Hà Nội,Homefood - Cơm Sạch Văn Phòng Online,"71 Ngõ 178 Ngõ Chợ Khâm Thiên, Quận Đống Đa, Hà Nội",21.015592,105.837400,,4.500000,3
77522,Hà Nội,Mr.Tokbokki - Food & Drink,"109 Ngõ 1A Tôn Thất Tùng, Quận Đống Đa, Hà Nội",21.004539,105.830997,,4.000000,2
17972,Hà Nội,Royaltea - A11 Tôn Thất Tùng,"113A11 Tôn Thất Tùng, Quận Đống Đa, Hà Nội",21.005458,105.830897,,2.850000,7
59289,Hà Nội,Four Springs Tea House - Hoàng Cầu,"9 Hoàng Cầu, Quận Đống Đa, Hà Nội",21.019807,105.825286,,3.400000,6
66116,Hà Nội,14 Juice & Smoothies - Sinh Tố & Nước Ép,"14 Ngõ 100 Tây Sơn, Quận Đống Đa, Hà Nội",21.012455,105.825952,,3.250000,2
3376,Hà Nội,Bellatorta Bakery,"Ngõ 10 Hoàng Ngọc Phách, KĐT Nam Thành Công, P. Láng Hạ, Quận Đống Đa, Hà Nội",21.016472,105.812192,,3.750000,2
63005,Hà Nội,Shop Be - Đồ Ăn Vặt Online,"112 Giảng Võ, Quận Đống Đa, Hà Nội",21.029926,105.827544,,4.000000,1
64811,Hà Nội,Chảo Cười - Cơm Trên Chảo Nóng - Nam Đồng,"103 Nam Đồng, Quận Đống Đa, Hà Nội",21.012970,105.832736,,2.100000,5
52546,Hà Nội,Chim Ngon Quán - Ngõ Thái Hà,"17 Ngõ Thái Hà, Quận Đống Đa, Hà Nội",21.015384,105.815446,,4.250000,3
75678,Hà Nội,Quán Cơm Ngon - Hoàng Ngọc Phách,"103 C9 Hoàng Ngọc Phách, Quận Đống Đa, Hà Nội",21.016455,105.810801,,2.000000,3
42944,Hà Nội,Bếp Vân Phương - Các Món Ăn Vặt,"10 Ngõ 10 Tôn Thất Tùng, Quận Đống Đa, Hà Nội",21.004191,105.830303,,4.500000,3
31783,Hà Nội,Gemini Coffee - Thái Thịnh,"98 Thái Thịnh, Quận Đống Đa, Hà Nội",21.007639,105.821639,,3.400000,3
47256,Hà Nội,Phương Đông - Vịt Tiềm,"270 Xã Đàn, Quận Đống Đa, Hà Nội",21.012832,105.835629,,3.250000,1
64061,Hà Nội,Trà Sữa Shun Cha - Đặng Văn Ngữ,"10 Ngõ 4C Đặng Văn Ngữ, Quận Đống Đa, Hà Nội",21.010495,105.831443,,3.600000,3
52622,Hà Nội,Mei Tea - Trà Sữa Homemade Online,"48 Ngõ Cống Trắng, Khâm Thiên, Quận Đống Đa, Hà Nội",21.018245,105.836894,,5.000000,1
77325,Hà Nội,Đệ Nhất Quán - Gà Các Món,"2 Ngõ 20 Láng Hạ, Quận Đống Đa, Hà Nội",21.015970,105.814219,,4.750000,2
52083,Hà Nội,Chill Cafe,"147 Phương Mai, Quận Đống Đa, Hà Nội",21.003113,105.834828,,4.150000,2
38057,Hà Nội,Hà Nguyễn - Food & Drink Online,"38 Đặng Trần Côn, Quận Đống Đa, Hà Nội",21.026751,105.832807,,2.200000,4
70977,Hà Nội,Soya Garden - Trường Chinh,"383 Trường Chinh, Quận Đống Đa, Hà Nội",21.002816,105.820821,,3.100000,3
70147,Hà Nội,Nhị Cô Nương Quán - Chè Sầu Lâm Đồng,"50 Quốc Tử Giám, Dong Da District, Hà Nội",21.026714,105.836729,,2.500000,1
51419,Hà Nội,Bếp Nhà Noo - Chân Gà Sả Ớt Online,"22 Đặng Văn Ngữ, Quận Đống Đa, Hà Nội",21.012657,105.832842,,1.500000,4
68494,Hà Nội,Cafe'Cito,"44 Phạm Ngọc Thạch, Quận Đống Đa, Hà Nội",21.010485,105.836213,,5.000000,1
14747,Hà Nội,Bò Khô Bà Sửu - Shop Online,"Ngõ 4A Đặng Văn Ngữ, Quận Đống Đa, Hà Nội",21.009714,105.833083,,4.000000,2
74996,Hà Nội,Quán Khói - Lẩu & Vịt Các Món,"4 Ngõ 360 Xã Đàn, Quận Đống Đa, Hà Nội",21.014861,105.834494,,3.750000,3
25900,Hà Nội,Bánh Mì & Bánh Quẩy Sài Gòn,"2 Văn Chương , Dong Da District, Hà Nội",21.022563,105.834408,,2.500000,1
32230,Hà Nội,80's Cafe - Nước Ép & Sinh Tố Đá Xay Tươi Ngon,"101C6 Đặng Văn Ngữ, Quận Đống Đa, Hà Nội",21.008155,105.832312,,4.500000,1
7525,Hà Nội,Su Vi - Fastfood & Drink,"6 Ngõ 67 Chùa Láng, Dong Da District, Hà Nội",21.023056,105.806729,,4.250000,1
64845,Hà Nội,Mirror - Coffee & Tea - Yên Lãng,"174 Yên Lãng, Quận Đống Đa, Hà Nội",21.009086,105.814402,,1.900000,3
37707,Hà Nội,Tiệm Bánh Tháng Sáu - Shop Online,"105 Khu TT. Viện Năng Lượng Nguyên Tử, Ngõ 31 Hoàng Cầu, Quận Đống Đa, Hà Nội",21.017731,105.826953,,3.900000,2
66145,Hà Nội,Ken Quán - Miến Lươn Đình Ngang,"20 Nguyễn Khuyến, Quận Đống Đa, Hà Nội",21.027805,105.840445,,4.500000,2
6447,Hà Nội,Policia Cafe - Yên Lãng,"126 Yên Lãng, Dong Da District, Hà Nội",21.009094,105.814494,,3.400000,2
25600,Hà Nội,Goky Premium - Tôn Đức Thắng,"35 Tôn Đức Thắng, Quận Đống Đa, Hà Nội",21.026865,105.833878,,4.900000,2
62557,Hà Nội,Sáng 16 - Xôi & Bánh Mì,"30 Ngõ 11 Trịnh Hoài Đức, Quận Đống Đa, Hà Nội",21.029303,105.831984,,4.750000,1
33319,Hà Nội,Taiwan Food - Ẩm Thực Đài Loan - Mipec Tây Sơn,"Tầng 1 Mipec Tower, 229 Tây Sơn, Quận Đống Đa, Hà Nội",21.005720,105.823291,,4.050000,4
10478,Hà Nội,Bánh Mì Que Pháp - Nguyên Hồng,"64 Nguyên Hồng, Quận Đống Đa, Hà Nội",21.015682,105.809591,,2.500000,3
45261,Hà Nội,Phở Cồ & Cơm Gà - Yên Lãng,"13 Yên Lãng, Quận Đống Đa, Hà Nội",21.013306,105.818356,,3.900000,2
70772,Hà Nội,An Gà Bản - Cơm Văn Phòng Online,"92 Ngõ 127 Hào Nam, Quận Đống Đa, Hà Nội",21.025221,105.826500,,3.400000,3
10473,Hà Nội,Bánh Mì Que Pháp - Trung Tự,"115B5 Trung Tự, Quận Đống Đa, Hà Nội",21.009268,105.834516,,3.850000,3
79197,Hà Nội,Chè Anh - Chè & Nước Ép,"8 Ngõ 44 Nguyễn Phúc Lai, Dong Da District, Hà Nội",21.021142,105.821469,,4.000000,2
12137,Hà Nội,Betta - Coffee & Bubble Tea,"84 Hào Nam, Quận Đống Đa, Hà Nội",21.021959,105.826376,,2.900000,3
77418,Hà Nội,Chocolate Graphics - Xã Đàn,"76 Xã Đàn, P. Phương Liên, Quận Đống Đa, Hà Nội",21.008451,105.839844,,4.250000,1
65957,Hà Nội,Queen Caramel - Caramel Cao Cấp Online - Thái Thịnh,"98 Thái Thịnh, Quận Đống Đa, Hà Nội",21.007262,105.821137,,3.550000,6
24767,Hà Nội,Quán Duy - Bún Thang,"42 Hoàng Ngọc Phách, Quận Đống Đa, Hà Nội",21.016031,105.811236,,3.100000,3
47310,Hà Nội,BBBC - Sữa Tươi Trân Châu Đường Đen - Tôn Thất Tùng - Shop Online,"114 A11 Tôn Thất Tùng, Quận Đống Đa, Hà Nội",21.005288,105.830811,,2.450000,4
5722,Hà Nội,Chimi Coffee,"86 Nguyễn Chí Thanh, Quận Đống Đa, Hà Nội",21.021977,105.809592,,4.000000,2
20639,Hà Nội,Nước Ép Nguyên Chất By Hurom - Khâm Thiên - Shop Online,"2 Ngách 33 Ngõ 1 Khâm Thiên, Dong Da District, Hà Nội",21.016461,105.840033,,4.500000,1
52064,Hà Nội,Hường - Bánh Đa Cua & Miến Trộn,"18 Ngõ 100 Tây Sơn, Dong Da District, Hà Nội",21.012405,105.825842,,3.500000,2
62330,Hà Nội,Thành Tâm Food - Cháo & Ăn Vặt Online,"224 Vĩnh Hồ (Cạnh 124B Vĩnh Hồ), Quận Đống Đa, Hà Nội",21.006308,105.820971,,4.400000,2
